# height, width, number of rows, number of columns
# 205, 2469, 10000, 7
# x, y, size, angle, response, octave, class_id
1.457000000000000000e+03,1.460000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,7.778514623641967773e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.752000000000000000e+03,1.130000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,7.406911253929138184e-01,0.000000000000000000e+00,-1.000000000000000000e+00
5.550000000000000000e+02,8.800000000000000000e+01,1.000000000000000000e+00,-1.000000000000000000e+00,7.304013967514038086e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.619000000000000000e+03,1.410000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,7.080511450767517090e-01,0.000000000000000000e+00,-1.000000000000000000e+00
8.690000000000000000e+02,1.630000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,6.667884588241577148e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.741000000000000000e+03,1.350000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,6.549519300460815430e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.327000000000000000e+03,1.050000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,6.536620259284973145e-01,0.000000000000000000e+00,-1.000000000000000000e+00
4.450000000000000000e+02,1.690000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,6.463882923126220703e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.248000000000000000e+03,1.270000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,6.454665660858154297e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.825000000000000000e+03,1.160000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,6.447700262069702148e-01,0.000000000000000000e+00,-1.000000000000000000e+00
3.710000000000000000e+02,1.580000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,6.272958517074584961e-01,0.000000000000000000e+00,-1.000000000000000000e+00
5.910000000000000000e+02,1.070000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,6.244778633117675781e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.443000000000000000e+03,1.450000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,6.223703622817993164e-01,0.000000000000000000e+00,-1.000000000000000000e+00
3.030000000000000000e+02,1.390000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,6.086325049400329590e-01,0.000000000000000000e+00,-1.000000000000000000e+00
5.320000000000000000e+02,1.120000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,6.060642004013061523e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.605000000000000000e+03,1.410000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,6.059130430221557617e-01,0.000000000000000000e+00,-1.000000000000000000e+00
9.770000000000000000e+02,1.340000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.966035723686218262e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.020000000000000000e+02,1.350000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.943528413772583008e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.126000000000000000e+03,1.630000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.943308472633361816e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.824000000000000000e+03,1.550000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.900324583053588867e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.492000000000000000e+03,1.410000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.858868956565856934e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.162000000000000000e+03,1.670000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.782715082168579102e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.566000000000000000e+03,1.440000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.778002738952636719e-01,0.000000000000000000e+00,-1.000000000000000000e+00
2.002000000000000000e+03,1.250000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.767701268196105957e-01,0.000000000000000000e+00,-1.000000000000000000e+00
3.930000000000000000e+02,1.750000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.729334950447082520e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.467000000000000000e+03,1.670000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.725960135459899902e-01,0.000000000000000000e+00,-1.000000000000000000e+00
4.980000000000000000e+02,1.490000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.690573453903198242e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.762000000000000000e+03,1.280000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.651398897171020508e-01,0.000000000000000000e+00,-1.000000000000000000e+00
5.500000000000000000e+02,7.900000000000000000e+01,1.000000000000000000e+00,-1.000000000000000000e+00,5.387949347496032715e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.815000000000000000e+03,1.080000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.368496179580688477e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.206000000000000000e+03,1.480000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.366713404655456543e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.035000000000000000e+03,1.480000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.344178676605224609e-01,0.000000000000000000e+00,-1.000000000000000000e+00
2.380000000000000000e+03,1.530000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.343126058578491211e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.091000000000000000e+03,1.290000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.318191051483154297e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.897000000000000000e+03,1.110000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.306664109230041504e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.159000000000000000e+03,1.070000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.273928642272949219e-01,0.000000000000000000e+00,-1.000000000000000000e+00
9.240000000000000000e+02,7.000000000000000000e+01,1.000000000000000000e+00,-1.000000000000000000e+00,5.231387615203857422e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.533000000000000000e+03,1.250000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.228264331817626953e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.168000000000000000e+03,1.230000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.216614603996276855e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.949000000000000000e+03,1.200000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.199618935585021973e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.861000000000000000e+03,1.170000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.160518288612365723e-01,0.000000000000000000e+00,-1.000000000000000000e+00
4.220000000000000000e+02,1.560000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.157758593559265137e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.218000000000000000e+03,1.490000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.144734382629394531e-01,0.000000000000000000e+00,-1.000000000000000000e+00
8.880000000000000000e+02,1.880000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.134541988372802734e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.375000000000000000e+03,1.660000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.132358074188232422e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.337000000000000000e+03,1.080000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.122206211090087891e-01,0.000000000000000000e+00,-1.000000000000000000e+00
2.017000000000000000e+03,1.370000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.089576244354248047e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.490000000000000000e+02,1.780000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,5.022768974304199219e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.324000000000000000e+03,1.530000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.942887425422668457e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.309000000000000000e+03,1.590000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.940894842147827148e-01,0.000000000000000000e+00,-1.000000000000000000e+00
6.230000000000000000e+02,1.660000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.932789206504821777e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.982000000000000000e+03,1.810000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.929451644420623779e-01,0.000000000000000000e+00,-1.000000000000000000e+00
6.650000000000000000e+02,1.780000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.888957738876342773e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.074000000000000000e+03,1.310000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.886499345302581787e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.805000000000000000e+03,4.200000000000000000e+01,1.000000000000000000e+00,-1.000000000000000000e+00,4.846946299076080322e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.489000000000000000e+03,3.900000000000000000e+01,1.000000000000000000e+00,-1.000000000000000000e+00,4.845930635929107666e-01,0.000000000000000000e+00,-1.000000000000000000e+00
8.640000000000000000e+02,1.240000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.809767901897430420e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.588000000000000000e+03,1.880000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.802497029304504395e-01,0.000000000000000000e+00,-1.000000000000000000e+00
3.340000000000000000e+02,1.660000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.763031899929046631e-01,0.000000000000000000e+00,-1.000000000000000000e+00
6.100000000000000000e+02,1.180000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.708080887794494629e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.355000000000000000e+03,1.210000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.694756865501403809e-01,0.000000000000000000e+00,-1.000000000000000000e+00
9.800000000000000000e+01,1.680000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.687413275241851807e-01,0.000000000000000000e+00,-1.000000000000000000e+00
2.430000000000000000e+03,1.570000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.652797579765319824e-01,0.000000000000000000e+00,-1.000000000000000000e+00
9.900000000000000000e+01,1.570000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.643780887126922607e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.862000000000000000e+03,1.330000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.554962813854217529e-01,0.000000000000000000e+00,-1.000000000000000000e+00
4.950000000000000000e+02,1.620000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.551119506359100342e-01,0.000000000000000000e+00,-1.000000000000000000e+00
8.900000000000000000e+01,1.430000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.545483589172363281e-01,0.000000000000000000e+00,-1.000000000000000000e+00
1.058000000000000000e+03,1.580000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.539280235767364502e-01,0.000000000000000000e+00,-1.000000000000000000e+00
6.260000000000000000e+02,1.110000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.529109001159667969e-01,0.000000000000000000e+00,-1.000000000000000000e+00
5.320000000000000000e+02,1.390000000000000000e+02,1.000000000000000000e+00,-1.000000000000000000e+00,4.516390562057495117e-01,0.000000000000000000e+00,-1.000000000000000000e+00
